Airline,NumFlights,AverageDelay,AverageDelay_CARRIER_DELAY,AverageDelay_WEATHER_DELAY,AverageDelay_NAS_DELAY,AverageDelay_SECURITY_DELAY,AverageDelay_LATE_AIRCRAFT_DELAY,Year,Month
WN,115144,9.74,10.92,1.74,9.05,0.04,22.54,2017,03
WN,112223,11.23,12.25,1.91,9.66,0.01,26.43,2017,04
WN,113239,12.34,12.52,1.96,9.31,0.03,25.89,2017,05
WN,115235,15.23,13.85,2.78,8.19,0.08,28.47,2017,06
WN,117975,13.82,13.47,2.77,7.92,0.05,27.02,2017,07
WN,116158,15.42,13.49,2.12,7.85,0.04,26.79,2017,08
WN,105614,8.25,13.7,1.92,8.22,0.03,24.46,2017,09
WN,110262,7.73,15.13,0.39,7.3,0.2,20.94,2017,10
WN,109016,6.73,17.61,0.66,5.91,0.39,23.33,2017,11
WN,111052,10.69,15.38,0.93,6.72,0.28,23.85,2017,12
9E,18234,16.45,25.33,12.73,18.68,0.0,28.21,2018,01
9E,17375,17.35,25.22,8.53,19.24,0.0,33.62,2018,02
9E,21272,12.81,22.29,2.34,14.17,0.08,24.92,2018,03
9E,20901,16.6,19.21,4.97,20.33,0.01,34.54,2018,04
9E,21097,12.97,22.12,6.64,20.89,0.0,26.44,2018,05
9E,21948,14.91,20.34,5.41,20.68,0.02,30.42,2018,06
9E,21462,17.92,16.65,6.1,29.41,0.0,32.88,2018,07
9E,22820,20.56,20.37,5.65,32.12,0.03,33.42,2018,08
9E,19676,13.36,16.91,4.16,26.27,0.0,27.32,2018,09
9E,20943,10.85,15.62,2.35,18.17,0.02,25.39,2018,10
9E,19499,15.6,16.5,4.05,18.38,0.05,29.51,2018,11
9E,20690,13.92,23.16,6.45,15.45,0.07,35.56,2018,12
AA,73598,10.39,22.52,3.29,13.36,0.11,20.43,2018,01
AA,68389,11.49,18.35,3.0,16.23,0.07,20.44,2018,02
AA,78208,9.16,21.75,1.57,10.94,0.13,20.15,2018,03
AA,74384,10.11,21.36,2.56,14.0,0.07,21.37,2018,04
AA,77957,14.54,20.88,3.74,15.97,0.05,26.51,2018,05
AA,78363,17.0,20.14,4.52,13.19,0.06,26.38,2018,06
AA,80736,20.01,20.23,4.72,15.07,0.1,27.12,2018,07
AA,80406,18.45,20.45,4.29,17.02,0.07,25.09,2018,08
AA,75129,14.17,21.15,4.34,17.35,0.6,22.5,2018,09
AA,78963,13.96,20.42,3.33,14.21,0.05,24.78,2018,10
AA,74564,12.41,21.93,2.67,14.74,0.09,21.07,2018,11
AA,76121,11.91,19.69,2.98,13.59,0.13,20.25,2018,12
AS,15312,5.57,13.53,1.25,17.27,0.22,13.83,2018,01
AS,14056,7.08,12.87,1.82,16.84,0.21,10.93,2018,02
AS,15937,6.15,10.99,1.63,15.93,0.31,11.5,2018,03
AS,21987,8.76,13.81,0.5,19.04,0.21,13.61,2018,04
AS,22974,9.58,12.87,0.92,21.07,0.13,12.04,2018,05
AS,23248,8.68,14.23,0.81,17.63,0.21,11.69,2018,06
AS,24329,9.22,17.02,0.89,17.89,0.19,13.85,2018,07
AS,23706,14.11,14.59,1.08,22.76,0.19,15.27,2018,08
AS,21129,7.39,13.06,0.66,20.12,0.17,11.19,2018,09
AS,21634,10.26,11.98,1.08,19.0,0.13,15.1,2018,10
AS,20577,11.13,11.76,3.45,21.34,0.17,20.19,2018,11
AS,20872,9.16,12.02,0.83,19.61,0.16,14.43,2018,12
B6,24871,23.75,27.81,2.08,12.73,0.17,33.37,2018,01
B6,22847,15.11,22.79,0.74,12.7,0.08,22.39,2018,02
B6,26500,20.14,22.96,1.3,10.62,0.14,25.6,2018,03
B6,25836,23.05,21.76,1.61,14.87,0.08,31.88,2018,04
B6,26513,19.09,20.59,1.43,15.54,0.12,27.04,2018,05
B6,25860,16.79,19.0,2.26,14.92,0.1,26.47,2018,06
B6,26671,24.55,19.61,3.6,20.31,0.1,32.59,2018,07
B6,26623,26.54,21.55,2.87,22.53,0.21,35.01,2018,08
B6,24427,14.86,18.06,2.32,21.75,0.06,23.06,2018,09
B6,24923,13.33,20.09,0.86,18.53,0.04,20.24,2018,10
B6,24589,20.76,24.23,0.93,17.32,0.11,27.07,2018,11
B6,25350,19.06,28.31,0.42,13.58,0.09,29.1,2018,12
DL,71254,11.39,23.23,13.81,18.92,0.02,22.03,2018,01
DL,66302,8.96,25.96,6.18,16.45,0.07,20.85,2018,02
DL,81365,7.99,23.17,6.08,14.2,0.08,15.28,2018,03
DL,79013,8.81,22.44,3.88,16.9,0.04,16.74,2018,04
DL,81735,9.78,22.21,3.85,17.83,0.08,15.27,2018,05
DL,83653,14.91,25.64,7.65,18.31,0.04,26.06,2018,06
DL,86544,12.9,21.72,6.09,21.76,0.04,24.87,2018,07
DL,87966,12.5,21.91,4.66,21.58,0.06,23.28,2018,08
DL,78075,7.36,21.16,3.2,18.29,0.08,14.97,2018,09
DL,82134,6.12,21.91,2.9,14.47,0.03,14.38,2018,10
DL,76236,10.44,18.35,4.37,16.77,0.01,17.44,2018,11
DL,75006,6.5,21.03,3.95,14.9,0.02,13.42,2018,12
EV,20166,18.27,31.08,3.99,19.37,0.0,27.53,2018,01
EV,17962,19.51,27.69,3.52,23.37,0.0,26.25,2018,02
EV,21016,13.81,31.7,1.38,19.35,0.0,23.64,2018,03
EV,17644,14.65,25.53,2.83,24.64,0.0,25.09,2018,04
EV,16661,13.68,28.12,4.66,28.15,0.0,21.77,2018,05
EV,16559,17.99,29.2,2.97,27.5,0.0,24.09,2018,06
EV,16548,17.95,27.89,2.5,26.7,0.0,26.74,2018,07
EV,17365,20.27,27.89,3.38,27.04,0.0,26.41,2018,08
EV,15456,18.09,23.25,3.14,25.2,0.0,24.94,2018,09
EV,15358,18.5,25.23,2.67,26.13,0.0,22.78,2018,10
EV,14273,23.05,28.64,2.84,26.1,0.0,26.45,2018,11
EV,13882,22.17,24.14,4.29,26.45,0.0,26.09,2018,12
F9,9707,18.76,20.78,0.93,13.3,0.0,40.67,2018,01
F9,8712,19.77,18.84,0.7,15.21,0.0,39.86,2018,02
F9,9377,14.34,19.01,1.1,16.36,0.0,30.07,2018,03
F9,9615,19.01,21.84,0.73,14.4,0.0,41.94,2018,04
F9,10297,22.52,18.95,0.64,15.74,0.0,43.3,2018,05
F9,10207,32.0,21.17,1.21,13.7,0.0,45.71,2018,06
F9,10687,29.05,19.12,1.29,15.05,0.0,38.82,2018,07
F9,10710,28.57,19.19,0.6,14.07,0.0,40.7,2018,08
F9,10352,24.5,24.5,0.38,10.64,0.0,39.13,2018,09
F9,10516,21.35,20.16,0.17,11.7,0.0,34.24,2018,10
F9,9939,19.66,18.59,0.55,14.22,0.0,30.67,2018,11
F9,9916,16.94,20.45,0.26,13.19,0.0,29.81,2018,12
G4,6814,14.73,24.58,5.0,9.59,0.21,27.28,2018,01
G4,7047,16.38,29.16,3.15,10.61,0.21,29.4,2018,02
G4,9276,15.75,27.52,2.23,9.76,0.31,29.39,2018,03
G4,8146,16.23,29.79,2.46,11.21,0.15,29.42,2018,04
G4,8033,20.24,35.04,2.92,10.36,0.14,35.05,2018,05
G4,9776,24.5,31.38,3.87,9.49,0.1,36.85,2018,06
G4,10325,25.67,23.25,5.58,12.97,0.06,35.82,2018,07
G4,8170,16.3,25.86,7.08,9.43,0.17,28.3,2018,08
G4,5724,12.17,26.91,6.68,6.93,0.14,27.9,2018,09
G4,7597,12.9,33.78,2.8,7.35,0.22,30.41,2018,10
G4,7641,15.32,24.92,2.79,11.8,0.22,28.12,2018,11
G4,7672,14.51,17.94,5.6,12.91,0.25,29.22,2018,12
HA,6627,6.28,26.53,4.33,0.88,0.5,11.19,2018,01
HA,5990,10.3,20.84,3.58,0.21,0.01,18.33,2018,02
HA,6871,7.3,23.43,1.34,1.05,0.12,14.19,2018,03
HA,6741,6.95,27.67,2.53,1.92,0.09,13.71,2018,04
HA,7054,5.08,27.6,1.51,0.94,0.03,11.81,2018,05
HA,7303,5.31,32.0,0.6,0.7,0.13,12.05,2018,06
HA,7397,4.2,31.73,0.19,0.83,0.25,8.64,2018,07
HA,7570,6.34,45.39,2.56,1.73,0.14,18.23,2018,08
HA,6920,5.07,39.01,0.41,0.48,0.13,10.62,2018,09
HA,7159,5.06,32.05,1.22,1.89,0.49,10.55,2018,10
HA,6877,4.33,29.47,1.3,1.11,0.09,8.76,2018,11
HA,7214,5.91,26.87,0.61,0.78,0.06,11.57,2018,12
MQ,22502,14.01,15.32,6.2,13.77,0.05,22.54,2018,01
MQ,20681,16.01,12.11,7.51,16.82,0.04,24.55,2018,02
MQ,23685,8.02,16.34,2.76,11.51,0.08,19.85,2018,03
MQ,24068,10.38,13.97,4.58,15.95,0.03,21.17,2018,04
MQ,25364,13.97,15.24,6.64,18.51,0.09,26.66,2018,05
MQ,25961,17.87,15.37,4.64,17.64,0.03,27.3,2018,06
MQ,26139,14.67,13.98,4.08,16.43,0.08,25.98,2018,07
MQ,26429,15.06,12.76,5.48,21.17,0.05,24.36,2018,08
MQ,24836,11.62,13.23,5.96,20.64,0.03,22.06,2018,09
MQ,26147,10.91,12.21,5.32,16.59,0.06,22.03,2018,10
MQ,24593,12.37,12.88,5.36,17.13,0.01,24.66,2018,11
MQ,25596,12.63,13.13,4.67,13.89,0.04,22.04,2018,12
NK,14180,10.61,17.51,1.2,30.12,0.17,17.35,2018,01
NK,12971,14.69,17.77,2.46,36.38,0.12,25.48,2018,02
NK,14841,9.97,16.64,1.89,30.22,0.09,19.85,2018,03
NK,14548,14.61,2.48,0.09,71.65,0.02,4.4,2018,04
NK,14889,16.14,13.26,3.95,38.3,0.17,23.92,2018,05
NK,15433,17.36,6.31,2.28,52.08,0.08,11.61,2018,06
NK,16093,20.94,13.44,4.18,37.66,0.05,22.84,2018,07
NK,16095,22.12,15.54,3.04,36.67,0.24,27.08,2018,08
NK,13917,12.17,16.21,2.27,37.1,0.15,21.62,2018,09
NK,13780,7.53,12.76,1.12,35.26,0.24,14.11,2018,10
NK,14418,12.31,14.25,0.88,33.42,0.73,15.66,2018,11
NK,15013,10.38,15.91,1.41,29.01,0.11,15.94,2018,12
OH,22210,16.68,18.03,3.27,9.28,0.14,32.15,2018,01
OH,20546,18.28,15.25,5.29,8.18,0.12,37.17,2018,02
OH,23295,12.01,17.15,1.93,7.55,0.06,26.22,2018,03
OH,23303,12.54,16.96,2.45,9.35,0.16,30.12,2018,04
OH,23869,17.03,16.49,6.03,12.0,0.09,34.27,2018,05
OH,23760,24.29,28.6,4.57,10.44,0.08,38.02,2018,06
OH,24352,17.63,15.18,6.5,12.46,0.08,34.96,2018,07
OH,24387,18.2,15.9,6.7,14.38,0.04,34.21,2018,08
OH,22939,12.27,15.72,5.49,12.18,0.06,31.41,2018,09
OH,23969,9.41,20.52,2.04,9.19,0.05,29.98,2018,10
OH,22766,12.63,17.97,1.94,9.18,0.08,34.14,2018,11
OH,23061,11.13,17.34,2.38,8.74,0.14,28.18,2018,12
OO,62194,20.11,29.82,5.95,13.46,0.15,36.25,2018,01
OO,55986,18.06,24.83,6.57,15.89,0.03,32.12,2018,02
OO,64597,12.57,23.71,4.22,16.07,0.06,26.21,2018,03
OO,62861,11.86,21.91,5.77,15.1,0.04,26.49,2018,04
OO,65157,15.84,23.2,8.57,19.12,0.22,30.95,2018,05
OO,66909,17.37,24.52,6.52,16.49,0.02,33.77,2018,06
OO,69455,15.08,25.59,6.69,13.59,0.08,29.71,2018,07
OO,70727,19.22,26.32,5.71,16.99,0.09,32.95,2018,08
OO,62749,11.67,24.23,7.21,15.01,0.05,26.89,2018,09
OO,66562,12.42,24.76,5.45,14.55,0.07,26.59,2018,10
OO,62263,15.99,21.92,7.06,17.57,0.07,28.16,2018,11
OO,64677,16.73,26.16,7.44,14.51,0.08,29.37,2018,12
UA,45384,9.37,16.32,5.34,20.11,0.0,22.19,2018,01
UA,41650,9.91,13.81,4.66,23.72,0.04,19.08,2018,02
UA,49800,9.9,16.72,3.35,21.72,0.0,23.35,2018,03
UA,49937,11.53,15.95,2.96,22.26,0.0,26.34,2018,04
UA,52816,15.87,15.35,4.66,25.75,0.0,27.85,2018,05
UA,55056,18.41,15.86,3.97,20.58,0.0,31.54,2018,06
UA,57209,19.37,17.59,4.73,20.21,0.0,33.55,2018,07
UA,57921,22.94,16.44,5.36,24.05,0.0,32.61,2018,08
UA,52905,13.03,16.22,5.17,23.65,0.0,24.6,2018,09
UA,55565,11.58,14.61,2.29,19.79,0.0,22.17,2018,10
UA,51792,15.5,15.17,4.62,22.54,0.0,25.37,2018,11
UA,51530,12.99,15.96,1.56,19.89,0.0,24.95,2018,12
VX,5824,8.98,14.3,0.84,23.63,0.3,11.01,2018,01
VX,5322,9.3,14.66,0.11,19.81,0.08,13.32,2018,02
VX,6524,16.93,16.48,0.59,25.43,0.28,16.71,2018,03
WN,109676,8.41,14.04,0.81,8.88,0.13,21.55,2018,01
WN,97017,10.81,14.11,0.81,8.63,0.12,21.64,2018,02
WN,116420,10.63,15.78,0.82,7.06,0.16,23.62,2018,03
WN,114117,12.24,16.73,0.87,7.13,0.09,26.37,2018,04
WN,116849,13.32,15.96,1.58,8.59,0.12,27.55,2018,05
WN,115939,12.75,16.47,1.9,8.28,0.16,27.34,2018,06
WN,120114,14.65,16.69,2.27,9.17,0.16,27.84,2018,07
WN,115534,12.51,17.0,2.08,10.47,0.11,25.55,2018,08
WN,106972,8.18,15.69,1.92,10.2,0.38,22.96,2018,09
WN,114663,8.64,15.2,0.99,8.22,0.11,22.25,2018,10
WN,112224,9.68,16.32,1.09,7.55,0.12,23.45,2018,11
WN,113027,11.01,16.39,0.73,6.63,0.25,23.87,2018,12
YV,16353,13.12,28.77,4.22,11.06,0.11,23.36,2018,01
YV,14630,17.13,21.14,7.62,12.81,0.17,29.13,2018,02
YV,16075,8.64,25.41,4.03,9.15,0.19,20.88,2018,03
YV,16726,9.87,27.82,4.08,11.67,0.1,22.3,2018,04
YV,17866,12.68,23.71,6.61,12.73,0.06,32.12,2018,05
YV,18527,14.78,23.03,7.12,9.54,0.09,32.18,2018,06
YV,19702,18.42,21.48,7.87,11.19,0.07,32.27,2018,07
YV,19986,18.84,26.47,7.45,10.61,0.1,34.02,2018,08
YV,18926,20.89,24.64,7.56,10.47,0.5,35.1,2018,09
YV,19306,20.49,25.87,6.89,11.18,0.2,33.54,2018,10
YV,18465,16.21,24.83,3.6,8.72,0.08,28.11,2018,11
YV,18576,17.63,27.29,6.37,11.0,0.09,29.9,2018,12
YX,25212,12.74,14.78,5.2,19.08,0.05,22.2,2018,01
YX,23248,11.54,13.74,2.19,21.96,0.09,21.27,2018,02
YX,26928,9.49,13.4,2.14,17.33,0.05,21.31,2018,03
YX,26219,12.45,14.55,4.13,22.68,0.02,25.29,2018,04
YX,27398,12.6,14.41,4.34,23.58,0.05,23.99,2018,05
YX,27691,15.13,17.37,3.23,20.94,0.03,25.22,2018,06
YX,27536,15.87,14.54,3.85,27.17,0.02,26.76,2018,07
YX,28258,16.57,14.05,3.84,27.79,0.07,26.92,2018,08
YX,25617,12.27,12.15,3.06,26.28,0.02,23.42,2018,09
YX,26882,10.74,12.24,1.27,22.32,0.03,20.79,2018,10
YX,25462,13.18,14.14,2.19,21.32,0.06,23.3,2018,11
YX,25639,10.71,13.38,2.3,19.88,0.03,21.98,2018,12
